name,japanese_name,percentage_male,type1,type2,height_m,weight_kg,capture_rate,base_egg_steps,base_happiness,abilities,experience_growth,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,classification
Solosis,Uniranユニラン,50.0,psychic,,0.3,1.0,200,5120,70,"[""Overcoat"", ""Magic Guard"", ""Regenerator""]",1059860,45,30,40,105,50,20,5,0,Cell Pokémon
Duosion,Doublanダブラン,50.0,psychic,,0.6,8.0,100,5120,70,"[""Overcoat"", ""Magic Guard"", ""Regenerator""]",1059860,65,40,50,125,60,30,5,0,Mitosis Pokémon
Reuniclus,Lanculusランクルス,50.0,psychic,,1.0,20.1,50,5120,70,"[""Overcoat"", ""Magic Guard"", ""Regenerator""]",1059860,110,65,75,125,85,30,5,0,Multiplying Pokémon
Ducklett,Koaruhieコアルヒー,50.0,water,flying,0.5,5.5,190,5120,70,"[""Keen Eye"", ""Big Pecks"", ""Hydration""]",1000000,62,44,50,44,50,55,5,0,Water Bird Pokémon
Swanna,Swannaスワンナ,50.0,water,flying,1.3,24.2,45,5120,70,"[""Keen Eye"", ""Big Pecks"", ""Hydration""]",1000000,75,87,63,87,63,98,5,0,White Bird Pokémon
Vanillite,Vanipetiバニプッチ,50.0,ice,,0.4,5.7,255,5120,70,"[""Ice Body"", ""Snow Cloak"", ""Weak Armor""]",1250000,36,50,50,65,60,44,5,0,Fresh Snow Pokémon
Vanillish,Vanirichバニリッチ,50.0,ice,,1.1,41.0,120,5120,70,"[""Ice Body"", ""Snow Cloak"", ""Weak Armor""]",1250000,51,65,65,80,75,59,5,0,Icy Snow Pokémon
Vanilluxe,Baivanillaバイバニラ,50.0,ice,,1.3,57.5,45,5120,70,"[""Ice Body"", ""Snow Warning"", ""Weak Armor""]",1250000,71,95,85,110,95,79,5,0,Snowstorm Pokémon
Deerling,Shikijikaシキジカ,50.0,normal,grass,0.6,19.5,190,5120,70,"[""Chlorophyll"", ""Sap Sipper"", ""Serene Grace""]",1000000,60,60,50,40,50,75,5,0,Season Pokémon
Sawsbuck,Mebukijikaメブキジカ,50.0,normal,grass,1.9,92.5,75,5120,70,"[""Chlorophyll"", ""Sap Sipper"", ""Serene Grace""]",1000000,80,100,70,60,70,95,5,0,Season Pokémon
Emolga,Emongaエモンガ,50.0,electric,flying,0.4,5.0,200,5120,70,"[""Static"", ""Motor Drive""]",1000000,55,75,60,75,60,103,5,0,Sky Squirrel Pokémon
Karrablast,Kaburumoカブルモ,50.0,bug,,0.5,5.9,200,3840,70,"[""Swarm"", ""Shed Skin"", ""No Guard""]",1000000,50,75,45,40,45,60,5,0,Clamping Pokémon
Escavalier,Chevargoシュバルゴ,50.0,bug,steel,1.0,33.0,75,3840,70,"[""Swarm"", ""Shell Armor"", ""Overcoat""]",1000000,70,135,105,60,105,20,5,0,Cavalry Pokémon
Foongus,Tamagetakeタマゲタケ,50.0,grass,poison,0.2,1.0,190,5120,70,"[""Effect Spore"", ""Regenerator""]",1000000,69,55,45,55,55,15,5,0,Mushroom Pokémon
Amoonguss,Morobareruモロバレル,50.0,grass,poison,0.6,10.5,75,5120,70,"[""Effect Spore"", ""Regenerator""]",1000000,114,85,70,85,80,30,5,0,Mushroom Pokémon
Frillish,Pururillプルリル,50.0,water,ghost,1.2,33.0,190,5120,70,"[""Water Absorb"", ""Cursed Body"", ""Damp""]",1000000,55,40,50,65,85,40,5,0,Floating Pokémon
Jellicent,Burungelブルンゲル,50.0,water,ghost,2.2,135.0,60,5120,70,"[""Water Absorb"", ""Cursed Body"", ""Damp""]",1000000,100,60,70,85,105,60,5,0,Floating Pokémon
Alomomola,Mamanbouママンボウ,50.0,water,,1.2,31.6,75,10240,70,"[""Healer"", ""Hydration"", ""Regenerator""]",800000,165,75,80,40,45,65,5,0,Caring Pokémon
Joltik,Bachuruバチュル,50.0,bug,electric,0.1,0.6,190,5120,70,"[""Compoundeyes"", ""Unnerve"", ""Swarm""]",1000000,50,47,50,57,50,65,5,0,Attaching Pokémon
Galvantula,Dentulaデンチュラ,50.0,bug,electric,0.8,14.3,75,5120,70,"[""Compoundeyes"", ""Unnerve"", ""Swarm""]",1000000,70,77,60,97,60,108,5,0,EleSpider Pokémon
Ferroseed,Tesseedテッシード,50.0,grass,steel,0.6,18.8,255,5120,70,"[""Iron Barbs""]",1000000,44,50,91,24,86,10,5,0,Thorn Seed Pokémon
Ferrothorn,Nutreyナットレイ,50.0,grass,steel,1.0,110.0,90,5120,70,"[""Iron Barbs"", ""Anticipation""]",1000000,74,94,131,54,116,20,5,0,Thorn Pod Pokémon
Klink,Giaruギアル,,steel,,0.3,21.0,130,5120,70,"[""Plus"", ""Minus"", ""Clear Body""]",1059860,40,55,70,45,60,30,5,0,Gear Pokémon
Klang,Gigiaruギギアル,,steel,,0.6,51.0,60,5120,70,"[""Plus"", ""Minus"", ""Clear Body""]",1059860,60,80,95,70,85,50,5,0,Gear Pokémon
Klinklang,Gigigiaruギギギアル,,steel,,0.6,81.0,30,5120,70,"[""Plus"", ""Minus"", ""Clear Body""]",1059860,60,100,115,70,85,90,5,0,Gear Pokémon
Tynamo,Shibishirasuシビシラス,50.0,electric,,0.2,0.3,190,5120,70,"[""Levitate""]",1250000,35,55,40,45,40,60,5,0,EleFish Pokémon
Eelektrik,Shibibeelシビビール,50.0,electric,,1.2,22.0,60,5120,70,"[""Levitate""]",1250000,65,85,70,75,70,40,5,0,EleFish Pokémon
Eelektross,Shibirudonシビルドン,50.0,electric,,2.1,80.5,30,5120,70,"[""Levitate""]",1250000,85,115,80,105,80,50,5,0,EleFish Pokémon
Elgyem,Ligrayリグレー,50.0,psychic,,0.5,9.0,255,5120,70,"[""Telepathy"", ""Synchronize"", ""Analytic""]",1000000,55,55,55,85,55,30,5,0,Cerebral Pokémon
Beheeyem,Ohbemオーベム,50.0,psychic,,1.0,34.5,90,5120,70,"[""Telepathy"", ""Synchronize"", ""Analytic""]",1000000,75,75,75,125,95,40,5,0,Cerebral Pokémon
Litwick,Hitomoshiヒトモシ,50.0,ghost,fire,0.3,3.1,190,5120,70,"[""Flash Fire"", ""Flame Body"", ""Infiltrator""]",1059860,50,30,55,65,55,20,5,0,Candle Pokémon
Lampent,Lamplerランプラー,50.0,ghost,fire,0.6,13.0,90,5120,70,"[""Flash Fire"", ""Flame Body"", ""Infiltrator""]",1059860,60,40,60,95,60,55,5,0,Lamp Pokémon
Chandelure,Chandelaシャンデラ,50.0,ghost,fire,1.0,34.3,45,5120,70,"[""Flash Fire"", ""Flame Body"", ""Infiltrator""]",1059860,60,55,90,145,90,80,5,0,Luring Pokémon
Axew,Kibagoキバゴ,50.0,dragon,,0.6,18.0,75,10240,35,"[""Rivalry"", ""Mold Breaker"", ""Unnerve""]",1250000,46,87,60,30,40,57,5,0,Tusk Pokémon
Fraxure,Onondoオノンド,50.0,dragon,,1.0,36.0,60,10240,35,"[""Rivalry"", ""Mold Breaker"", ""Unnerve""]",1250000,66,117,70,40,50,67,5,0,Axe Jaw Pokémon
Haxorus,Ononokusオノノクス,50.0,dragon,,1.8,105.5,45,10240,35,"[""Rivalry"", ""Mold Breaker"", ""Unnerve""]",1250000,76,147,90,60,70,97,5,0,Axe Jaw Pokémon
Cubchoo,Kumasyunクマシュン,50.0,ice,,0.5,8.5,120,5120,70,"[""Snow Cloak"", ""Slush Rush"", ""Rattled""]",1000000,55,70,40,60,40,40,5,0,Chill Pokémon
Beartic,Tunbearツンベアー,50.0,ice,,2.6,260.0,60,5120,70,"[""Snow Cloak"", ""Slush Rush"", ""Swift Swim""]",1000000,95,130,80,70,80,50,5,0,Freezing Pokémon
Cryogonal,Freegeoフリージオ,,ice,,1.1,148.0,25,6400,70,"[""Levitate""]",1000000,80,50,50,95,135,105,5,0,Crystallizing Pokémon
Shelmet,Chobomakiチョボマキ,50.0,bug,,0.4,7.7,200,3840,70,"[""Hydration"", ""Shell Armor"", ""Overcoat""]",1000000,50,40,85,40,65,25,5,0,Snail Pokémon
Accelgor,Agilderアギルダー,50.0,bug,,0.8,25.3,75,3840,70,"[""Hydration"", ""Sticky Hold"", ""Unburden""]",1000000,80,70,40,100,60,145,5,0,Shell Out Pokémon
Stunfisk,Maggyoマッギョ,50.0,ground,electric,0.7,11.0,75,5120,70,"[""Static"", ""Limber"", ""Sand Veil""]",1000000,109,66,84,81,99,32,5,0,Trap Pokémon
Mienfoo,Kojofuコジョフー,50.0,fighting,,0.9,20.0,180,6400,70,"[""Inner Focus"", ""Regenerator"", ""Reckless""]",1059860,45,85,50,55,50,65,5,0,Martial Arts Pokémon
Mienshao,Kojondoコジョンド,50.0,fighting,,1.4,35.5,45,6400,70,"[""Inner Focus"", ""Regenerator"", ""Reckless""]",1059860,65,125,60,95,60,105,5,0,Martial Arts Pokémon
Druddigon,Crimganクリムガン,50.0,dragon,,1.6,139.0,45,7680,70,"[""Rough Skin"", ""Sheer Force"", ""Mold Breaker""]",1000000,77,120,90,60,90,48,5,0,Cave Pokémon
Golett,Gobitゴビット,,ground,ghost,1.0,92.0,190,6400,70,"[""Iron Fist"", ""Klutz"", ""No Guard""]",1000000,59,74,50,35,50,35,5,0,Automaton Pokémon
Golurk,Goloogゴルーグ,,ground,ghost,2.8,330.0,90,6400,70,"[""Iron Fist"", ""Klutz"", ""No Guard""]",1000000,89,124,80,55,80,55,5,0,Automaton Pokémon
Pawniard,Komatanaコマタナ,50.0,dark,steel,0.5,10.2,120,5120,35,"[""Defiant"", ""Inner Focus"", ""Pressure""]",1000000,45,85,70,40,40,60,5,0,Sharp Blade Pokémon
Bisharp,Kirikizanキリキザン,50.0,dark,steel,1.6,70.0,45,5120,35,"[""Defiant"", ""Inner Focus"", ""Pressure""]",1000000,65,125,100,60,70,70,5,0,Sword Blade Pokémon
Bouffalant,Buffronバッフロン,50.0,normal,,1.6,94.6,45,5120,70,"[""Reckless"", ""Sap Sipper"", ""Soundproof""]",1000000,95,110,95,40,95,55,5,0,Bash Buffalo Pokémon
Rufflet,Washibonワシボン,100.0,normal,flying,0.5,10.5,190,5120,70,"[""Keen Eye"", ""Sheer Force"", ""Hustle""]",1250000,70,83,50,37,50,60,5,0,Eaglet Pokémon
Braviary,Warrgleウォーグル,100.0,normal,flying,1.5,41.0,60,5120,70,"[""Keen Eye"", ""Sheer Force"", ""Defiant""]",1250000,100,123,75,57,75,80,5,0,Valiant Pokémon
Vullaby,Valchaiバルチャイ,0.0,dark,flying,0.5,9.0,190,5120,35,"[""Big Pecks"", ""Overcoat"", ""Weak Armor""]",1250000,70,55,75,45,65,60,5,0,Diapered Pokémon
Mandibuzz,Vulginaバルジーナ,0.0,dark,flying,1.2,39.5,60,5120,35,"[""Big Pecks"", ""Overcoat"", ""Weak Armor""]",1250000,110,65,105,55,95,80,5,0,Bone Vulture Pokémon
Heatmor,Kuitaranクイタラン,50.0,fire,,1.4,58.0,90,5120,70,"[""Gluttony"", ""Flash Fire"", ""White Smoke""]",1000000,85,97,66,105,66,65,5,0,Anteater Pokémon
Durant,Aiantアイアント,50.0,bug,steel,0.3,33.0,90,5120,70,"[""Swarm"", ""Hustle"", ""Truant""]",1000000,58,109,112,48,48,109,5,0,Iron Ant Pokémon
Deino,Monozuモノズ,50.0,dark,dragon,0.8,17.3,45,10240,35,"[""Hustle""]",1250000,52,65,50,45,50,38,5,0,Irate Pokémon
Zweilous,Diheadジヘッド,50.0,dark,dragon,1.4,50.0,45,10240,35,"[""Hustle""]",1250000,72,85,70,65,70,58,5,0,Hostile Pokémon
Hydreigon,Sazandoraサザンドラ,50.0,dark,dragon,1.8,160.0,45,10240,35,"[""Levitate""]",1250000,92,105,90,125,90,98,5,0,Brutal Pokémon
Larvesta,Merlarvaメラルバ,50.0,bug,fire,1.1,28.8,45,10240,70,"[""Flame Body"", ""Swarm""]",1250000,55,85,55,50,55,60,5,0,Torch Pokémon
Volcarona,Ulgamothウルガモス,50.0,bug,fire,1.6,46.0,15,10240,70,"[""Flame Body"", ""Swarm""]",1250000,85,60,65,135,105,100,5,0,Sun Pokémon
Cobalion,Cobalonコバルオン,,steel,fighting,2.1,250.0,3,20480,35,"[""Justified""]",1250000,91,90,129,90,72,108,5,1,Iron Will Pokémon
Terrakion,Terrakionテラキオン,,rock,fighting,1.9,260.0,3,20480,35,"[""Justified""]",1250000,91,129,90,72,90,108,5,1,Cavern Pokémon
Virizion,Virizionビリジオン,,grass,fighting,2.0,200.0,3,20480,35,"[""Justified""]",1250000,91,90,72,90,129,108,5,1,Grassland Pokémon
Tornadus,Tornelos (keshin Forme)トルネロス,100.0,flying,,1.5,63.0,3,30720,90,"[""Prankster"", ""Defiant"", ""Regenerator""]",1250000,79,100,80,110,90,121,5,1,Cyclone Pokémon
Thundurus,Voltolos (keshin Forme)ボルトロス,100.0,electric,flying,1.5,61.0,3,30720,90,"[""Prankster"", ""Defiant"", ""Volt Absorb""]",1250000,79,105,70,145,80,101,5,1,Bolt Strike Pokémon
Reshiram,Reshiramレシラム,,dragon,fire,3.2,330.0,3,30720,0,"[""Turboblaze""]",1250000,100,120,100,150,120,90,5,1,Vast White Pokémon
Zekrom,Zekromゼクロム,,dragon,electric,2.9,345.0,3,30720,0,"[""Teravolt""]",1250000,100,150,120,120,100,90,5,1,Deep Black Pokémon
Landorus,Landlos (keshin Forme)ランドロス,100.0,ground,flying,1.5,68.0,3,30720,90,"[""Sand Force"", ""Sheer Force"", ""Intimidate""]",1250000,89,145,90,105,80,91,5,1,Abundance Pokémon
Kyurem,Kyuremキュレム,,dragon,ice,3.0,325.0,3,30720,0,"[""Pressure"", ""Teravolt"", ""Turboblaze""]",1250000,125,120,90,170,100,95,5,1,Boundary Pokémon
Keldeo,Keldeo (itsumo No Sugata)ケルディオ,,water,fighting,1.4,48.5,3,20480,35,"[""Justified""]",1250000,91,72,90,129,90,108,5,1,Colt Pokémon
Meloetta,Meloetta (step Forme)メロエッタ,,normal,psychic,0.6,6.5,3,30720,100,"[""Serene Grace""]",1250000,100,128,90,77,77,128,5,1,Melody Pokémon
Genesect,Genesectゲノセクト,,bug,steel,1.5,82.5,3,30720,0,"[""Download""]",1250000,71,120,95,120,95,99,5,1,Paleozoic Pokémon
Chespin,Harimaronハリマロン,88.1,grass,,0.4,9.0,45,5120,70,"[""Overgrow"", ""Bulletproof""]",1059860,56,61,65,48,45,38,6,0,Spiky Nut Pokémon
Quilladin,Hariborgハリボーグ,88.1,grass,,0.7,29.0,45,5120,70,"[""Overgrow"", ""Bulletproof""]",1059860,61,78,95,56,58,57,6,0,Spiny Armor Pokémon
Chesnaught,Brigarronブリガロン,88.1,grass,fighting,1.6,90.0,45,5120,70,"[""Overgrow"", ""Bulletproof""]",1059860,88,107,122,74,75,64,6,0,Spiny Armor Pokémon
Fennekin,Fokkoフォッコ,88.1,fire,,0.4,9.4,45,5120,70,"[""Blaze"", ""Magician""]",1059860,40,45,40,62,60,60,6,0,Fox Pokémon
Braixen,Tairenarテールナー,88.1,fire,,1.0,14.5,45,5120,70,"[""Blaze"", ""Magician""]",1059860,59,59,58,90,70,73,6,0,Fox Pokémon
Delphox,Mahoxyマフォクシー,88.1,fire,psychic,1.5,39.0,45,5120,70,"[""Blaze"", ""Magician""]",1059860,75,69,72,114,100,104,6,0,Fox Pokémon
Froakie,Keromatsuケロマツ,88.1,water,,0.3,7.0,45,5120,70,"[""Torrent"", ""Protean""]",1059860,41,56,40,62,44,71,6,0,Bubble Frog Pokémon
Frogadier,Gekogashiraゲコガシラ,88.1,water,,0.6,10.9,45,5120,70,"[""Torrent"", ""Protean""]",1059860,54,63,52,83,56,97,6,0,Bubble Frog Pokémon
Greninja,Gekkougaゲッコウガ,88.1,water,dark,1.5,40.0,45,5120,70,"[""Torrent"", ""Protean"", ""Battle Bond""]",1059860,72,145,67,153,71,132,6,0,Ninja Pokémon
Bunnelby,Horubeeホルビー,50.0,normal,,0.4,5.0,255,3840,70,"[""Pickup"", ""Cheek Pouch"", ""Huge Power""]",1000000,38,36,38,32,36,57,6,0,Digging Pokémon
Diggersby,Horudoホルード,50.0,normal,ground,1.0,42.4,127,3840,70,"[""Pickup"", ""Cheek Pouch"", ""Huge Power""]",1000000,85,56,77,50,77,78,6,0,Digging Pokémon
Fletchling,Yayakomaヤヤコマ,50.0,normal,flying,0.3,1.7,255,3840,70,"[""Big Pecks"", ""Gale Wings""]",1059860,45,50,43,40,38,62,6,0,Tiny Robin Pokémon
Fletchinder,Hinoyakomaヒノヤコマ,50.0,fire,flying,0.7,16.0,120,3840,70,"[""Flame Body"", ""Gale Wings""]",1059860,62,73,55,56,52,84,6,0,Ember Pokémon
Talonflame,Fiarrowファイアロー,50.0,fire,flying,1.2,24.5,45,3840,70,"[""Flame Body"", ""Gale Wings""]",1059860,78,81,71,74,69,126,6,0,Scorching Pokémon
Scatterbug,Kofukimushiコフキムシ,50.0,bug,,0.3,2.5,255,3840,70,"[""Shield Dust"", ""Compoundeyes"", ""Friend Guard""]",1000000,38,35,40,27,25,35,6,0,Scatterdust Pokémon
Spewpa,Kofuuraiコフーライ,50.0,bug,,0.3,8.4,120,3840,70,"[""Shed Skin"", ""Friend Guard""]",1000000,45,22,60,27,30,29,6,0,Scatterdust Pokémon
Vivillon,Viviyonビビヨン,50.0,bug,flying,1.2,17.0,45,3840,70,"[""Shield Dust"", ""Compoundeyes"", ""Friend Guard""]",1000000,80,52,50,90,50,89,6,0,Scale Pokémon
Litleo,Shishikoシシコ,11.2,fire,normal,0.6,13.5,220,5120,70,"[""Rivalry"", ""Unnerve"", ""Moxie""]",1059860,62,50,58,73,54,72,6,0,Lion Cub Pokémon
Pyroar,Kaenjishiカエンジシ,11.2,fire,normal,1.5,81.5,65,5120,70,"[""Rivalry"", ""Unnerve"", ""Moxie""]",1059860,86,68,72,109,66,106,6,0,Royal Pokémon
Flabébé,Flabebeフラベベ,0.0,fairy,,0.1,0.1,225,5120,70,"[""Flower Veil"", ""Symbiosis""]",1000000,44,38,39,61,79,42,6,0,Single Bloom Pokémon
Floette,Floetteフラエッテ,0.0,fairy,,0.2,0.9,120,5120,70,"[""Flower Veil"", ""Symbiosis""]",1000000,74,65,67,125,128,92,6,0,Fairy Pokémon
Florges,Florgesフラージェス,0.0,fairy,,1.1,10.0,45,5120,70,"[""Flower Veil"", ""Symbiosis""]",1000000,78,65,68,112,154,75,6,0,Garden Pokémon
Skiddo,Meecleメェークル,50.0,grass,,0.9,31.0,200,5120,70,"[""Sap Sipper"", ""Grass Pelt""]",1000000,66,65,48,62,57,52,6,0,Mount Pokémon
Gogoat,Gogoatゴーゴート,50.0,grass,,1.7,91.0,45,5120,70,"[""Sap Sipper"", ""Grass Pelt""]",1000000,123,100,62,97,81,68,6,0,Mount Pokémon
Pancham,Yanchamヤンチャム,50.0,fighting,,0.6,8.0,220,6400,70,"[""Iron Fist"", ""Mold Breaker"", ""Scrappy""]",1000000,67,82,62,46,48,43,6,0,Playful Pokémon
Pangoro,Gorondaゴロンダ,50.0,fighting,dark,2.1,136.0,65,6400,70,"[""Iron Fist"", ""Mold Breaker"", ""Scrappy""]",1000000,95,124,78,69,71,58,6,0,Daunting Pokémon
Furfrou,Trimmienトリミアン,50.0,normal,,1.2,28.0,160,5120,70,"[""Fur Coat""]",1000000,75,80,60,65,90,102,6,0,Poodle Pokémon
Espurr,Nyasperニャスパー,50.0,psychic,,0.3,3.5,190,5120,70,"[""Keen Eye"", ""Infiltrator"", ""Own Tempo""]",1000000,62,48,54,63,60,68,6,0,Restraint Pokémon
Meowstic,Nyaonixニャオニクス,50.0,psychic,,0.6,8.5,75,5120,70,"[""Keen Eye"", ""Infiltrator"", ""Prankster"", ""Competitive""]",1000000,74,48,76,83,81,104,6,0,Constraint Pokémon
Honedge,Hitotsukiヒトツキ,50.0,steel,ghost,0.8,2.0,180,5120,70,"[""No Guard""]",1000000,45,80,100,35,37,28,6,0,Sword Pokémon
Doublade,Nidangillニダンギル,50.0,steel,ghost,0.8,4.5,90,5120,70,"[""No Guard""]",1000000,59,110,150,45,49,35,6,0,Sword Pokémon
Aegislash,Gillgardギルガルド,50.0,steel,ghost,1.7,53.0,45,5120,70,"[""Stance Change""]",1000000,60,150,50,150,50,60,6,0,Royal Sword Pokémon
Spritzee,Shushupuシュシュプ,50.0,fairy,,0.2,0.5,200,5120,70,"[""Healer"", ""Aroma Veil""]",1000000,78,52,60,63,65,23,6,0,Perfume Pokémon
Aromatisse,Frefuwanフレフワン,50.0,fairy,,0.8,15.5,140,5120,70,"[""Healer"", ""Aroma Veil""]",1000000,101,72,72,99,89,29,6,0,Fragrance Pokémon
Swirlix,Peroppafuペロッパフ,50.0,fairy,,0.4,3.5,200,5120,70,"[""Sweet Veil"", ""Unburden""]",1000000,62,48,66,59,57,49,6,0,Cotton Candy Pokémon
Slurpuff,Peroreamペロリーム,50.0,fairy,,0.8,5.0,140,5120,70,"[""Sweet Veil"", ""Unburden""]",1000000,82,80,86,85,75,72,6,0,Meringue Pokémon
Inkay,Maaiikaマーイーカ,50.0,dark,psychic,0.4,3.5,190,5120,70,"[""Contrary"", ""Suction Cups"", ""Infiltrator""]",1000000,53,54,53,37,46,45,6,0,Revolving Pokémon
Malamar,Calamaneroカラマネロ,50.0,dark,psychic,1.5,47.0,80,5120,70,"[""Contrary"", ""Suction Cups"", ""Infiltrator""]",1000000,86,92,88,68,75,73,6,0,Overturning Pokémon
Binacle,Kameteteカメテテ,50.0,rock,water,0.5,31.0,120,5120,70,"[""Tough Claws"", ""Sniper"", ""Pickpocket""]",1000000,42,52,67,39,56,50,6,0,Two-Handed Pokémon
Barbaracle,Gamenodesガメノデス,50.0,rock,water,1.3,96.0,45,5120,70,"[""Tough Claws"", ""Sniper"", ""Pickpocket""]",1000000,72,105,115,54,86,68,6,0,Collective Pokémon
Skrelp,Kuzumoクズモー,50.0,poison,water,0.5,7.3,225,5120,70,"[""Poison Point"", ""Poison Touch"", ""Adaptability""]",1000000,50,60,60,60,60,30,6,0,Mock Kelp Pokémon
Dragalge,Dramidoroドラミドロ,50.0,poison,dragon,1.8,81.5,55,5120,70,"[""Poison Point"", ""Poison Touch"", ""Adaptability""]",1000000,65,75,90,97,123,44,6,0,Mock Kelp Pokémon
Clauncher,Udeppouウデッポウ,50.0,water,,0.5,8.3,225,3840,70,"[""Mega Launcher""]",1250000,50,53,62,58,63,44,6,0,Water Gun Pokémon
Clawitzer,Blosterブロスター,50.0,water,,1.3,35.3,55,3840,70,"[""Mega Launcher""]",1250000,71,73,88,120,89,59,6,0,Howitzer Pokémon
Helioptile,Erikiteruエリキテル,50.0,electric,normal,0.5,6.0,190,5120,70,"[""Dry Skin"", ""Sand Veil"", ""Solar Power""]",1000000,44,38,33,61,43,70,6,0,Generator Pokémon
Heliolisk,Elezardエレザード,50.0,electric,normal,1.0,21.0,75,5120,70,"[""Dry Skin"", ""Sand Veil"", ""Solar Power""]",1000000,62,55,52,109,94,109,6,0,Generator Pokémon
Tyrunt,Chigorasチゴラス,88.1,rock,dragon,0.8,26.0,45,7680,70,"[""Strong Jaw"", ""Sturdy""]",1000000,58,89,77,45,45,48,6,0,Royal Heir Pokémon
Tyrantrum,Gachigorasガチゴラス,88.1,rock,dragon,2.5,270.0,45,7680,70,"[""Strong Jaw"", ""Rock Head""]",1000000,82,121,119,69,59,71,6,0,Despot Pokémon
Amaura,Amarusアマルス,88.1,rock,ice,1.3,25.2,45,7680,70,"[""Refrigerate"", ""Snow Warning""]",1000000,77,59,50,67,63,46,6,0,Tundra Pokémon
Aurorus,Amarurugaアマルルガ,88.1,rock,ice,2.7,225.0,45,7680,70,"[""Refrigerate"", ""Snow Warning""]",1000000,123,77,72,99,92,58,6,0,Tundra Pokémon
Sylveon,Nymphiaニンフィア,88.1,fairy,,1.0,23.5,45,8960,70,"[""Cute Charm"", ""Pixilate""]",1000000,95,65,65,110,130,60,6,0,Intertwining Pokémon
Hawlucha,Luchabullルチャブル,50.0,fighting,flying,0.8,21.5,100,5120,70,"[""Limber"", ""Unburden"", ""Mold Breaker""]",1000000,78,92,75,74,63,118,6,0,Wrestling Pokémon
Dedenne,Dedenneデデンネ,50.0,electric,fairy,0.2,2.2,180,5120,70,"[""Cheek Pouch"", ""Pickup"", ""Plus""]",1000000,67,58,57,81,67,101,6,0,Antenna Pokémon
Carbink,Melecieメレシー,,rock,fairy,0.3,5.7,60,6400,70,"[""Clear Body"", ""Sturdy""]",1250000,50,50,150,50,150,50,6,0,Jewel Pokémon
Goomy,Numeraヌメラ,50.0,dragon,,0.3,2.8,45,10240,35,"[""Sap Sipper"", ""Hydration"", ""Gooey""]",1250000,45,50,35,55,75,40,6,0,Soft Tissue Pokémon
Sliggoo,Numeilヌメイル,50.0,dragon,,0.8,17.5,45,10240,35,"[""Sap Sipper"", ""Hydration"", ""Gooey""]",1250000,68,75,53,83,113,60,6,0,Soft Tissue Pokémon
Goodra,Numelgonヌメルゴン,50.0,dragon,,2.0,150.5,45,10240,35,"[""Sap Sipper"", ""Hydration"", ""Gooey""]",1250000,90,100,70,110,150,80,6,0,Dragon Pokémon
Klefki,Cleffyクレッフィ,50.0,steel,fairy,0.2,3.0,75,5120,70,"[""Prankster"", ""Magician""]",800000,57,80,91,80,87,75,6,0,Key Ring Pokémon
Phantump,Bokureiボクレー,50.0,ghost,grass,0.4,7.0,120,5120,70,"[""Natural Cure"", ""Frisk"", ""Harvest""]",1000000,43,70,48,50,60,38,6,0,Stump Pokémon
Trevenant,Ohrotオーロット,50.0,ghost,grass,1.5,71.0,60,5120,70,"[""Natural Cure"", ""Frisk"", ""Harvest""]",1000000,85,110,76,65,82,56,6,0,Elder Tree Pokémon
Pumpkaboo,Bakecchaバケッチャ,50.0,ghost,grass,0.8,15.0,120,5120,70,"[""Pickup"", ""Frisk"", ""Insomnia""]",1000000,59,66,70,44,55,41,6,0,Pumpkin Pokémon
Gourgeist,Pumpjinパンプジン,50.0,ghost,grass,1.7,39.0,60,5120,70,"[""Pickup"", ""Frisk"", ""Insomnia""]",1000000,85,100,122,58,75,54,6,0,Pumpkin Pokémon
Bergmite,Kachikohruカチコール,50.0,ice,,1.0,99.5,190,5120,70,"[""Own Tempo"", ""Ice Body"", ""Sturdy""]",1000000,55,69,85,32,35,28,6,0,Ice Chunk Pokémon
Avalugg,Crebaseクレベース,50.0,ice,,2.0,505.0,55,5120,70,"[""Own Tempo"", ""Ice Body"", ""Sturdy""]",1000000,95,117,184,44,46,28,6,0,Iceberg Pokémon
Noibat,Onbatオンバット,50.0,flying,dragon,0.5,8.0,190,5120,70,"[""Frisk"", ""Infiltrator"", ""Telepathy""]",1000000,40,30,35,45,40,55,6,0,Sound Wave Pokémon
Noivern,Onvernオンバーン,50.0,flying,dragon,1.5,85.0,45,5120,70,"[""Frisk"", ""Infiltrator"", ""Telepathy""]",1000000,85,70,80,97,80,123,6,0,Sound Wave Pokémon
Xerneas,Xerneasゼルネアス,,fairy,,3.0,215.0,45,30720,0,"[""Fairy Aura""]",1250000,126,131,95,131,98,99,6,1,Life Pokémon
Yveltal,Yveltalイベルタル,,dark,flying,5.8,203.0,45,30720,0,"[""Dark Aura""]",1250000,126,131,95,131,98,99,6,1,Destruction Pokémon
Zygarde,Zygarde (10% Forme)ジガルデ,,dragon,ground,5.0,284.6,3,30720,0,"[""Aura Break"", ""Power Construct""]",1250000,216,100,121,91,95,85,6,1,Order Pokémon
Diancie,Diancieディアンシー,,rock,fairy,0.7,8.8,3,6400,70,"[""Clear Body""]",1250000,50,160,110,160,110,110,6,1,Jewel Pokémon
Hoopa,Hoopa (imashimerareshi Hoopa)フーパ,,psychic,ghost,,,3,30720,100,"[""Magician""]",1250000,80,160,60,170,130,80,6,1,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound)
