MAL_ID,Name,Avg Score,Genre Count,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-1,Score-2,Score-3,Score-4,Score-5,Score-6,Score-7,Score-8,Score-9,Score-10
91,Mobile Suit Gundam Wing: Endless Waltz,7,6,Mobile Suit Gundam Wing:Endless Waltz,新機動戦記ガンダムW エンドレス・ワルツ,OVA,3,"Jan 25, 1997 to Jul 25, 1997",Unknown,"Bandai Visual, Sotsu",Bandai Entertainment,Sunrise,Original,30 min. per ep.,PG-13 - Teens 13 or older,897,2512,41030,221,500,34369,280,250,5631,50,54,127,307,921,2210,5766,6953,4480,3190
92,After War Gundam X,7,5,After War Gundam X,機動新世紀ガンダムX,TV,39,"Apr 5, 1996 to Dec 28, 1996",Spring 1996,"TV Asahi, Sotsu",Nozomi Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,2228,3043,28862,189,1554,15987,1746,983,8592,39,43,100,304,813,1801,3998,3412,1633,788
93,Mobile Suit Gundam SEED,7,7,Mobile Suit Gundam SEED,機動戦士ガンダムSEED,TV,50,"Oct 5, 2002 to Sep 27, 2003",Fall 2002,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa","Bandai Entertainment, NYAV Post",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),850,1057,140346,3584,4898,101920,4589,5021,23918,404,379,762,1701,3710,7560,17695,22505,15863,11353
94,Mobile Suit Gundam SEED Destiny,7,7,Unknown,機動戦士ガンダムSEED DESTINY,TV,50,"Oct 9, 2004 to Oct 1, 2005",Fall 2004,"Sotsu, Mainichi Broadcasting System, Sony Music Entertainment","Bandai Entertainment, NYAV Post",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),2687,1530,90208,1206,2210,70845,2251,2749,12153,584,865,1300,2752,3887,6928,12913,12662,8245,5979
95,Turn A Gundam,7,8,∀ Gundam,∀ガンダム,TV,50,"Apr 9, 1999 to Apr 14, 2000",Spring 1999,"Sotsu, Fuji TV",Nozomi Entertainment,"Sunrise, Nakamura Production",Original,24 min. per ep.,PG-13 - Teens 13 or older,1018,2714,35670,760,2378,14651,2327,1448,14866,66,87,127,299,706,1403,2892,3129,2212,1815
96,Mobile Fighter G Gundam,7,9,Mobile Fighter G Gundam,機動武闘伝Gガンダム,TV,49,"Apr 1, 1994 to Mar 31, 1995",Spring 1994,"TV Asahi, Sotsu",Bandai Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1396,2109,55463,896,2499,38653,2505,1607,10199,104,129,279,696,1607,3463,8118,8426,4873,3208
97,Last Exile,7,3,Last Exile,LAST EXILE（ラストエグザイル）,TV,26,"Apr 8, 2003 to Sep 30, 2003",Spring 2003,"GDH, Victor Entertainment, TV Tokyo Music","Funimation, Geneon Entertainment USA",Gonzo,Original,24 min. per ep.,PG-13 - Teens 13 or older,795,995,149528,1848,5943,77235,6541,5038,54771,109,140,286,825,2579,5886,14844,20122,12558,7078
98,Mai-HiME,7,9,My-Hime,舞-HiME,TV,26,"Sep 30, 2004 to Mar 31, 2005",Fall 2004,"Bandai Visual, TV Tokyo Music, Studio Zain","Funimation, Bandai Entertainment",Sunrise,Original,23 min. per ep.,PG-13 - Teens 13 or older,1698,1381,101495,1262,3442,60321,3690,4215,29827,191,211,391,1129,3053,6091,12897,12622,7287,4076
99,Mai-Otome,7,4,My-Otome,舞-乙HiME,TV,26,"Oct 7, 2005 to Mar 31, 2006",Fall 2005,"Bandai Visual, Lantis, TV Tokyo Music","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,2308,2370,46018,333,1147,31335,1222,1598,10716,101,128,242,706,1676,3441,6647,5798,3271,1673
100,Shin Shirayuki-hime Densetsu Prétear,7,7,Prétear:The New Legend of Snow White,新白雪姫伝説プリーティア,TV,13,"Apr 4, 2001 to Jun 27, 2001",Spring 2001,"Kadokawa Shoten, Rondo Robe","ADV Films, Funimation",Hal Film Maker,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2785,2162,53508,457,1607,33827,1504,1760,14810,98,127,270,783,2306,4152,7030,5368,3135,2198
101,Air,7,4,Air,AIR,TV,12,"Jan 7, 2005 to Mar 25, 2005",Winter 2005,"Pony Canyon, TBS, Movic","ADV Films, Funimation",Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,2230,563,259381,2704,7367,170036,8109,9992,63877,803,1105,2039,4988,10463,19368,33295,31042,20060,15057
102,Aishiteruze Baby★★,7,4,Unknown,愛してるぜ ベイベ★★,TV,26,"Apr 3, 2004 to Oct 9, 2004",Spring 2004,"Animax, Toei Video, Sunny Side Up",Unknown,TMS Entertainment,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1634,1529,89533,571,3772,59770,4008,4946,17037,180,187,426,1069,3227,6389,12618,12321,7282,4497
103,Akazukin Chacha,7,6,Red Riding Hood Chacha,赤ずきんチャチャ,TV,74,"Jan 7, 1994 to Jun 30, 1995",Winter 1994,"Nihon Ad Systems, Shueisha",Unknown,Gallop,Manga,24 min. per ep.,G - All Ages,1941,4551,12006,88,691,5140,993,994,4188,16,18,28,76,379,664,1283,1068,578,407
104,Ayashi no Ceres,7,8,"Ceres, Celestial Legend",妖しのセレス,TV,24,"Apr 20, 2000 to Sep 28, 2000",Spring 2000,Bandai Visual,"VIZ Media, Discotek Media",Studio Pierrot,Manga,21 min. per ep.,R - 17+ (violence & profanity),2641,2182,53189,535,2099,31162,2479,3400,14049,149,216,322,923,2210,3891,6299,5415,3244,2450
105,Boys Be...,6,4,Boys Be...,ボーイズ・ビー,TV,13,"Apr 11, 2000 to Jul 4, 2000",Spring 2000,Unknown,Nozomi Entertainment,Hal Film Maker,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6088,3665,20032,41,768,10371,809,1385,6699,95,135,206,521,1301,1965,2242,1201,487,293
106,Hana yori Dango,7,4,Hana Yori Dango,花より男子,TV,51,"Sep 8, 1996 to Aug 31, 1997",Fall 1996,Unknown,"VIZ Media, Discotek Media",Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1027,2293,48623,762,2502,25257,2178,2974,15712,125,131,184,531,1150,2356,4575,4926,3590,3054
107,Ou Dorobou Jing,7,5,Jing:King of Bandits,王ドロボウ JING,TV,13,"May 15, 2002 to Aug 14, 2002",Spring 2002,Aniplex,ADV Films,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2625,2817,32988,210,1343,16532,1452,1714,11947,56,101,186,433,1075,2020,3598,2900,1611,1207
108,Ou Dorobou Jing in Seventh Heaven,7,5,Jing:King of Bandits - Seventh Heaven,王ドロボウ JING in Seventh Heaven,OVA,3,"Jan 21, 2004 to Apr 28, 2004",Unknown,Aniplex,"ADV Films, Funimation",Studio Deen,Manga,30 min. per ep.,PG-13 - Teens 13 or older,2367,4619,11591,29,283,7309,208,159,3632,14,20,42,141,344,746,1470,1208,673,465
109,Bakuretsu Tenshi,6,4,Burst Angel,爆裂天使,TV,24,"Apr 7, 2004 to Sep 15, 2004",Spring 2004,"GDH, TV Asahi, Imagica",Funimation,Gonzo,Original,23 min. per ep.,PG-13 - Teens 13 or older,4381,1965,62106,257,2789,34321,3539,4492,16965,185,283,575,1514,3386,5547,8232,5383,2510,1383
110,Chuuka Ichiban!,7,4,Unknown,中華一番,TV,52,"Apr 27, 1997 to Sep 13, 1998",Spring 1997,Unknown,Unknown,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1195,4086,15608,107,990,8203,837,817,4761,26,12,29,85,313,768,1930,1978,1051,653
111,Corrector Yui,6,4,Corrector Yui,コレクター・ユイ,TV,52,"Apr 9, 1999 to Oct 20, 2000",Spring 1999,"NHK, Studio Tron",VIZ Media,Nippon Animation,Original,25 min. per ep.,PG - Children,4318,4519,12222,50,463,6825,661,963,3310,29,32,90,217,635,1205,1531,929,424,288
112,Chou Henshin Cosprayers,4,8,The Cosmopolitan Prayers,超変身コス∞プレイヤー,TV,8,"Jan 12, 2004 to Mar 1, 2004",Winter 2004,m.o.e.,Unknown,"Imagin, Studio Live",Original,14 min. per ep.,PG-13 - Teens 13 or older,10648,5542,7392,5,269,3567,243,568,2745,206,258,306,390,547,474,332,159,65,58
113,Uchuu no Stellvia,7,5,Stellvia,宇宙のステルヴィア,TV,26,"Apr 3, 2003 to Sep 25, 2003",Spring 2003,"Starchild Records, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,1980,3577,20924,127,820,10722,957,960,7465,38,32,77,190,624,1088,2383,2345,1185,602
114,Sakigake!! Cromartie Koukou,7,3,Cromartie High School,魁!! クロマティ高校,TV,26,"Oct 3, 2003 to Mar 26, 2004",Fall 2003,TV Tokyo Music,"ADV Films, Sentai Filmworks, Discotek Media",Production I.G,Manga,12 min. per ep.,PG-13 - Teens 13 or older,631,1279,112001,1561,8242,49634,7970,5164,40991,181,190,340,777,1749,3951,9330,13308,9462,6849
115,El Hazard: The Alternative World,6,3,Unknown,異次元の世界エルハザード,TV,13,"Jan 8, 1998 to Mar 26, 1998",Winter 1998,Pioneer LDC,Geneon Entertainment USA,AIC,Original,25 min. per ep.,PG-13 - Teens 13 or older,4315,4961,9684,10,275,6251,307,352,2499,19,25,57,158,460,944,1383,820,339,213
116,El Hazard: The Wanderers,6,4,El-Hazard:The Wanderers,神秘の世界エルハザード,TV,26,"Oct 6, 1995 to Mar 29, 1996",Fall 1995,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,23 min. per ep.,PG-13 - Teens 13 or older,3735,4198,14603,35,613,8190,628,667,4505,27,28,75,194,604,1145,2070,1268,526,333
117,El Hazard: The Magnificent World,7,4,Unknown,神秘の世界エルハザード,OVA,7,"May 26, 1995 to Jan 25, 1996",Unknown,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,34 min. per ep.,PG-13 - Teens 13 or older,2240,4129,15406,91,521,9059,408,352,5066,21,17,31,116,451,1016,2079,1707,812,472
118,El Hazard 2: The Magnificent World,6,3,Unknown,神秘の世界 エルハザード 第2期,OVA,4,"Mar 21, 1997 to Oct 25, 1997",Unknown,Pioneer LDC,Geneon Entertainment USA,AIC,Original,30 min. per ep.,PG-13 - Teens 13 or older,4239,5421,7745,5,163,5472,166,120,1824,9,14,41,135,386,772,1243,708,312,171
119,Final Approach,6,4,Unknown,φなる・あぷろーち,TV,13,"Oct 3, 2004 to Dec 26, 2004",Fall 2004,Trinet Entertainment,Unknown,Zexcs,Visual novel,14 min. per ep.,PG-13 - Teens 13 or older,5567,2887,31774,48,958,21798,756,1088,7174,135,219,430,946,2099,3714,4634,2476,1106,706
120,Fruits Basket,7,6,Fruits Basket,フルーツバスケット,TV,26,"Jul 5, 2001 to Dec 27, 2001",Summer 2001,"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1058,314,420919,9504,15410,297921,12910,16709,77969,684,810,1538,4273,12518,25501,56487,59206,40622,31688
121,Fullmetal Alchemist,8,8,Fullmetal Alchemist,鋼の錬金術師,TV,51,"Oct 4, 2003 to Oct 2, 2004",Fall 2003,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System","Funimation, Aniplex of America",Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,337,52,1151621,26564,52738,880215,41631,38693,138344,1150,970,1769,5872,16255,44438,133850,211302,176993,124399
122,Full Moon wo Sagashite,7,6,Searching for the Full Moon,満月をさがして,TV,52,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,Nihon Ad Systems,VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,585,1519,90884,1823,3807,51760,4784,5484,25049,118,147,301,662,2128,4017,8601,10115,8073,7554
123,Fushigi Yuugi,7,9,Mysterious Play,ふしぎ遊戯,TV,52,"Apr 6, 1995 to Mar 28, 1996",Spring 1995,"TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon","Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1172,1434,96861,2277,5124,53674,5497,5964,26602,184,249,434,1106,2796,5267,10558,10308,7328,6725
124,Fushigi Yuugi: Eikouden,6,5,Mysterious Play:Eikoden,ふしぎ遊戯 -永光伝,OVA,4,"Dec 21, 2001 to Jun 25, 2002",Unknown,Unknown,"Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,30 min. per ep.,PG-13 - Teens 13 or older,4189,4101,15576,69,257,11630,225,218,3246,86,137,229,459,813,1311,1942,1382,938,844
125,Futakoi,6,3,Twin Love,双恋,TV,13,"Oct 6, 2004 to Dec 29, 2004",Fall 2004,Lantis,Unknown,Telecom Animation Film,Original,24 min. per ep.,PG-13 - Teens 13 or older,5946,2900,31358,22,1052,19836,962,1485,8023,123,199,400,955,2136,3320,3951,2189,951,554
126,Futakoi Alternative,6,3,Unknown,フタコイ オルタナティブ,TV,13,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,Lantis,Unknown,"ufotable, feel., Studio Flag",Original,24 min. per ep.,PG-13 - Teens 13 or older,3968,3071,28297,71,1073,13965,1144,1565,10550,72,112,209,534,1125,2019,3058,2174,1097,560
127,Gate Keepers,6,6,Unknown,ゲートキーパーズ,TV,24,"Apr 3, 2000 to Sep 18, 2000",Spring 2000,Media Factory,Geneon Entertainment USA,Gonzo,Game,25 min. per ep.,PG-13 - Teens 13 or older,3767,3717,19351,59,726,11013,941,1182,5489,37,54,121,289,850,1575,2740,1738,734,368
128,Gate Keepers 21,6,5,Unknown,ゲートキーパーズ21,OVA,6,"Apr 24, 2002 to Jan 8, 2003",Unknown,Unknown,Geneon Entertainment USA,Gonzo,Game,30 min. per ep.,PG-13 - Teens 13 or older,4489,5026,9399,23,216,5904,271,273,2735,19,34,51,166,484,910,1295,769,364,148
129,Gensoumaden Saiyuuki,7,7,Saiyuki,幻想魔伝 最遊記,TV,50,"Apr 4, 2000 to Mar 27, 2001",Spring 2000,"TV Tokyo, Dentsu, Group TAC",ADV Films,Studio Pierrot,Manga,23 min. per ep.,R - 17+ (violence & profanity),1315,2359,46228,833,2628,22100,3188,3069,15243,84,95,160,477,1164,2227,4998,4914,2974,2047
130,Saiyuuki Reload,7,7,Saiyuki Reload,最遊記RELOAD,TV,25,"Oct 2, 2003 to Mar 25, 2004",Fall 2003,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1858,3071,28277,116,1224,15616,1186,1189,9062,44,41,91,239,687,1533,3394,3008,1565,991
131,Saiyuuki Reload Gunlock,7,7,Saiyuki Gunlock,最遊記RELOAD GUNLOCK,TV,26,"Apr 2, 2004 to Sep 24, 2004",Spring 2004,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1840,3724,19393,51,728,10446,702,519,6998,24,20,62,157,439,944,2162,1877,1020,716
132,GetBackers,7,7,Getbackers,ゲットバッカーズ　奪還屋,TV,49,"Oct 5, 2002 to Sep 20, 2003",Fall 2002,"TBS, Kodansha, Rondo Robe, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1249,1339,105139,911,5642,55921,8039,7436,28101,108,136,320,877,2726,5666,13161,13542,7697,4256
133,Green Green,6,5,Green Green,グリーングリーン,TV,12,"Jul 12, 2003 to Sep 27, 2003",Summer 2003,"Pony Canyon, Memory-Tech, Studio Jack",Media Blasters,Studio Matrix,Visual novel,24 min. per ep.,R+ - Mild Nudity,7303,1333,106208,263,2671,79017,2144,5446,16930,1929,2082,2663,4931,8440,12367,13923,8463,4121,2977
134,Gunslinger Girl,7,5,Gunslinger Girl,ガンスリンガー・ガール,TV,13,"Oct 9, 2003 to Feb 19, 2004",Fall 2003,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1821,920,161010,1140,6742,82948,7728,8160,55432,273,294,641,1770,4497,9310,18770,18687,9781,5251
135,Hikaru no Go,8,4,Hikaru no Go,ヒカルの碁,TV,75,"Oct 10, 2001 to Mar 26, 2003",Fall 2001,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,400,1287,111164,2186,5480,62705,6454,6700,29825,121,84,171,520,1818,4099,10584,15895,12124,8488
136,Hunter x Hunter,8,5,Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,62,"Oct 16, 1999 to Mar 31, 2001",Fall 1999,Fuji TV,VIZ Media,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,143,319,416227,9525,28061,260968,15535,15100,96563,756,258,429,1134,3638,9392,30731,58285,54430,47419
137,Hunter x Hunter: Original Video Animation,8,4,Unknown,HUNTER×HUNTER Original Video Animation,OVA,8,"Jan 17, 2002 to Apr 17, 2002",Unknown,Unknown,Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,205,1375,101579,408,2115,80683,832,776,17173,337,39,76,184,805,2419,8671,16660,14218,11508
138,Hunter x Hunter: Greed Island,8,5,Unknown,ハンターｘハンター:Greed Island,OVA,8,"Feb 5, 2003 to Apr 16, 2003",Unknown,Unknown,Unknown,Nippon Animation,Manga,22 min. per ep.,PG-13 - Teens 13 or older,299,1244,116633,318,2256,98042,833,802,14700,300,131,160,386,1179,3505,11433,20072,16102,12763
139,Hunter x Hunter: Greed Island Final,8,5,Unknown,ハンター×ハンター　G・I　Final,OVA,14,"Mar 3, 2004 to Aug 18, 2004",Unknown,Unknown,Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,230,1288,111292,268,2091,92109,827,750,15515,304,111,155,351,1048,2997,9667,18455,16044,12905
141,Jinki:Extend,6,2,Jinki:Extend,ジンキ・エクステンド,TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,"TV Asahi, GANSIS","ADV Films, Funimation",feel.,Manga,23 min. per ep.,R - 17+ (violence & profanity),7618,4923,9900,10,420,4784,474,699,3523,46,76,129,314,710,909,957,451,146,95
142,Kamikaze Kaitou Jeanne,7,9,Unknown,神風怪盗ジャンヌ,TV,44,"Feb 13, 1999 to Jan 29, 2000",Winter 1999,Unknown,Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1746,2363,46140,499,1518,32304,1751,1977,8590,54,101,167,538,1692,3509,6523,5692,3492,2675
143,Kannazuki no Miko,6,7,Destiny of the Shrine Maiden,神無月の巫女,TV,12,"Oct 2, 2004 to Dec 18, 2004",Fall 2004,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",TNK,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4169,2000,60077,767,2269,33411,2025,2994,19378,297,414,750,1593,2848,4552,6447,4804,2784,2385
144,Kanon,7,4,Unknown,カノン,TV,13,"Jan 31, 2002 to Mar 28, 2002",Winter 2002,"Movic, Fuji TV, Fujipacific Music",Funimation,Toei Animation,Visual novel,24 min. per ep.,G - All Ages,3174,2105,55784,248,1418,32662,1469,2522,17713,235,251,450,886,2084,3833,6498,5100,2785,2080
145,Kareshi Kanojo no Jijou,7,6,His and Her Circumstances,彼氏彼女の事情,TV,26,"Oct 2, 1998 to Mar 26, 1999",Fall 1998,"TV Tokyo, GANSIS",Nozomi Entertainment,"Gainax, J.C.Staff",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1254,875,170539,2188,11136,75368,10132,7994,65909,209,262,428,1230,3331,7499,16634,18489,11119,6330
146,Kono Minikuku mo Utsukushii Sekai,6,6,This Ugly Yet Beautiful World,この醜くも美しい世界,TV,12,"Apr 2, 2004 to Jun 18, 2004",Spring 2004,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft",Original,24 min. per ep.,R+ - Mild Nudity,4625,2145,54222,178,1995,33816,1909,2381,14121,197,343,607,1446,3079,5021,7311,4842,2347,1514
147,Kimi ga Nozomu Eien,7,3,Rumbling Hearts,君が望む永遠,TV,14,"Oct 5, 2003 to Jan 4, 2004",Fall 2003,"Lantis, Media Factory, Age",Funimation,Studio Fantasia,Visual novel,23 min. per ep.,R+ - Mild Nudity,2604,1187,123752,1072,3792,75846,3242,4458,36414,691,771,1128,2468,4503,8360,14635,14332,9127,6057
148,Kita e.: Diamond Dust Drops,6,3,Diamond Daydreams,北へ。 ～Diamond Dust Drops～,TV,12,"Jan 20, 2004 to Apr 5, 2004",Winter 2004,Unknown,ADV Films,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5305,5411,7823,9,345,2781,354,418,3925,20,17,75,124,310,480,688,400,151,106
149,Loveless,6,8,Loveless,LOVELESS,TV,12,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,"Bandai Visual, TV Asahi, Movic",Media Blasters,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4203,1215,121063,1632,4134,81173,4010,8783,22963,1081,1173,1732,3832,6853,10659,14257,10721,7084,5825
150,Blood+,7,7,Blood+,ブラッドプラス,TV,50,"Oct 8, 2005 to Sep 23, 2006",Fall 2005,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1116,431,317767,4623,17892,163002,20855,20329,95689,452,595,1140,3281,8377,16234,34360,36825,23972,16366
151,Re: Cutey Honey,7,5,Unknown,Re:キューティーハニー,OVA,3,"Jul 24, 2004 to Sep 25, 2004",Unknown,Toei Video,Unknown,"Gainax, Toei Animation",Manga,46 min. per ep.,R+ - Mild Nudity,3130,3430,22697,133,914,10939,588,534,9722,42,38,98,223,651,1446,2742,2314,903,433
152,Solty Rei,7,3,Unknown,ソルティレイ,TV,24,"Oct 7, 2005 to Mar 31, 2006",Fall 2005,"AIC, TV Asahi, Sotsu Music Publishing",Funimation,Gonzo,Original,23 min. per ep.,R - 17+ (violence & profanity),2447,3233,25666,124,1098,13419,1462,1473,8214,37,46,111,286,853,1692,3287,2914,1303,730
153,Juuni Kokuki,8,5,The Twelve Kingdoms,十二国記,TV,45,"Apr 9, 2002 to Aug 30, 2003",Spring 2002,Sogo Vision,"Media Blasters, Discotek Media, Tokyopop",Studio Pierrot,Novel,25 min. per ep.,PG-13 - Teens 13 or older,464,1266,113627,2261,6948,41705,5871,4897,54206,154,146,277,616,1462,2926,6879,10809,8974,6014
154,Shaman King,7,6,Shaman King,シャーマンキング,TV,64,"Jul 4, 2001 to Sep 25, 2002",Summer 2001,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",4Kids Entertainment,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,853,477,294021,3672,11999,208822,11722,13069,48409,254,342,797,2045,6947,16854,41073,45643,27013,22092
155,X/1999,6,7,X - The Movie,"エックス, X/1999",Movie,1,"Aug 3, 1996",Unknown,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Manga Entertainment,Madhouse,Manga,1 hr. 37 min.,R - 17+ (violence & profanity),5420,2904,31227,128,454,22871,314,351,7237,200,349,567,1193,1868,3072,3780,2816,1596,1096
156,X,7,7,X,X−エックス−,TV,24,"Oct 3, 2001 to Mar 27, 2002",Fall 2001,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com","Funimation, Geneon Entertainment USA",Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,1804,1818,69684,796,2710,39454,3274,3006,21240,138,203,317,893,2047,4254,8060,7876,4772,3338
157,Mahou Sensei Negima!,6,10,Negima!,魔法先生 ネギま！,TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3708,1208,121120,601,5607,74264,5159,7468,28622,346,524,981,2566,5568,10244,16816,11739,5581,3438
158,Maria-sama ga Miteru,7,5,Maria Watches Over Us,マリア様がみてる,TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2178,2170,53511,663,2234,22274,1941,2716,24346,142,105,234,521,1342,2611,4901,4446,2405,1570
